"","AB9","AJJ","AMU","AY9","B7D","BFX","C23","CHC","CKE","D34","DSD","DUB","DWH","DY7","DYG","E1F","ERD","F06","F3C","F6V","FCZ","FF2","FKB","G0A","GC2","GEB","GKN","H7Z","HAF","HAN","JAX","JEB","JGV","JPE","JUS","JZU","K4E","K71","M19","MBS","MK3","MYQ","N3A","N67","N6Q","NCW","ND3","NK4","NR7","P4Z","P5W","P64","PN5","QD1","QZM","R7H","S0H","S64","SNZ","SYE","T01","T1B","T4Y","T91","TDD","TM1","U0H","U0J","UNT","V1C","VCT","VSX","VWW","WCK","WQE","X1J","X2X","X4C","X9J","XTG","XVF","XXM","YCU","YGN","YX3","Z6V","Z8V","ZAT","ZGA","ZVF","ZVQ","ZWP","ZZQ","FUT","KE0","QVY","N64","W90","CV9","FGN","Y15","SSD","TUE","X58","KJ2","Q0Z","K3V","YBV","WT6","HE7","M9X","X2C","HGH","ME6","T0N","G2Y","Y9Y"
"NR7",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"P4Z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P5W",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"P64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PN5",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"QD1",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"QZM",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"R7H",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"S0H",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"S64",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"SNZ",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"SYE",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"T01",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"T1B",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"T4Y",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"T91",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"TDD",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"TM1",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"U0H",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"U0J",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"UNT",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"V1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"VSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VWW",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"WCK",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"WQE",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"X1J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2X",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"X4C",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"X9J",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"XTG",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"XVF",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"XXM",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"YCU",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"YGN",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"YX3",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"Z6V",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"Z8V",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"ZAT",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"ZGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZVF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZVQ",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"ZWP",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"ZZQ",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"FUT",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"KE0",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
"QVY",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,1
"N64",1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,-1
